Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Rain Intensity_log,Interval Rain_log,Total Rain_log,Wind Direction_log,Maximum Wind Speed_log,Solar Radiation_log,gust_factor,barometric_pressure_rolling_7h,barometric_pressure_rolling_12h,humidity_rolling_12h,humidity_rolling_24h
22.67,3.6,84,0.0,0.0,453.8,0,30,1.3,1.5,996.6,0,354.0,15.1,0.0,0.0,6.119857761876381,3.4339872044851463,0.9162907318741552,0.0,0.5172413793103449,1.3000000000000682,-0.6999999999999318,7.0,-1.0
22.67,4.2,85,0.0,0.0,453.8,0,74,0.6,0.7,996.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.31748811353631,0.5306282510621704,0.0,0.2413793103448275,2.0,-0.3999999999999772,9.0,-2.0
22.67,3.6,83,0.0,0.0,453.8,0,63,0.9,1.0,996.6,0,354.0,15.1,0.0,0.0,6.119857761876381,4.1588830833596715,0.6931471805599453,0.0,0.3448275862068966,1.3000000000000682,0.3000000000000682,5.0,-3.0
22.56,3.6,84,0.0,0.0,453.8,0,77,0.6,0.7,996.3,0,354.0,15.1,0.0,0.0,6.119857761876381,4.356708826689592,0.5306282510621704,0.0,0.2413793103448275,0.6999999999999318,0.3999999999999772,8.0,-1.0
22.56,3.6,84,0.0,0.0,453.8,0,84,0.8,0.8,995.9,0,354.0,15.1,0.0,0.0,6.119857761876381,4.442651256490317,0.5877866649021191,0.0,0.2758620689655172,0.0,0.2999999999999545,7.0,-1.0
22.5,3.6,85,0.0,0.0,453.8,0,72,0.7,0.8,995.6,0,354.0,15.1,0.0,0.0,6.119857761876381,4.290459441148391,0.5877866649021191,0.0,0.2758620689655172,-1.0,0.3000000000000682,9.0,-2.0
22.78,3.6,79,0.0,0.0,453.8,0,164,0.9,1.1,995.6,0,354.0,15.1,0.0,0.0,6.119857761876381,5.10594547390058,0.7419373447293773,0.0,0.3793103448275862,-1.0,1.0,2.0,-6.0
22.39,3.6,78,0.0,0.0,453.8,0,108,1.3,1.5,995.6,0,354.0,15.1,0.0,0.0,6.119857761876381,4.6913478822291435,0.9162907318741552,0.0,0.5172413793103449,-1.0,0.3000000000000682,2.0,0.0
23.5,3.6,72,0.0,0.0,453.8,0,120,1.1,1.2,996.3,0,354.0,15.1,0.0,0.0,6.119857761876381,4.795790545596741,0.7884573603642702,0.0,0.4137931034482758,-0.3000000000000682,0.6999999999999318,-8.0,-4.0
24.67,3.6,71,0.0,0.0,453.8,0,348,0.2,0.4,996.6,0,354.0,15.1,0.0,0.0,6.119857761876381,5.855071922202427,0.3364722366212129,0.0,0.1379310344827586,0.3000000000000682,0.7000000000000455,-9.0,-8.0
24.17,3.6,70,0.0,0.0,453.8,0,81,1.0,1.1,996.3,0,354.0,15.1,0.0,0.0,6.119857761876381,4.406719247264253,0.7419373447293773,0.0,0.3793103448275862,0.3999999999999772,-0.3000000000000682,-10.0,-8.0
24.17,3.6,68,0.0,0.0,453.8,0,96,0.6,1.1,997.0,0,354.0,15.1,0.0,0.0,6.119857761876381,4.574710978503383,0.7419373447293773,0.0,0.3793103448275862,1.3999999999999773,0.3999999999999772,-16.0,-8.0
24.67,3.6,66,0.0,0.0,453.8,0,87,0.8,1.0,997.3,0,354.0,15.1,0.0,0.0,6.119857761876381,4.477336814478207,0.6931471805599453,0.0,0.3448275862068966,1.6999999999999318,0.6999999999999318,-19.0,-11.0
25.06,3.6,68,0.0,0.0,453.8,0,106,0.8,0.9,997.3,0,354.0,15.1,0.0,0.0,6.119857761876381,4.672828834461906,0.6418538861723948,0.0,0.3103448275862069,1.6999999999999318,0.6999999999999318,-15.0,-8.0
25.67,3.6,68,0.0,0.0,453.8,0,118,0.4,0.6,997.0,0,354.0,15.1,0.0,0.0,6.119857761876381,4.77912349311153,0.4700036292457355,0.0,0.2068965517241379,0.7000000000000455,0.7000000000000455,-16.0,-10.0
26.0,3.6,70,0.0,0.0,453.8,0,172,0.3,0.4,996.6,0,354.0,15.1,0.0,0.0,6.119857761876381,5.153291594497779,0.3364722366212129,0.0,0.1379310344827586,0.0,0.7000000000000455,-14.0,-6.0
26.0,3.6,73,0.0,0.0,453.8,0,80,0.4,0.9,996.3,0,354.0,15.0,0.0,0.0,6.119857761876381,4.394449154672439,0.6418538861723948,0.0,0.3103448275862069,0.0,0.6999999999999318,-12.0,-4.0
25.78,3.6,74,0.0,0.0,453.8,0,156,0.6,0.9,995.6,0,354.0,15.1,0.0,0.0,6.119857761876381,5.056245805348308,0.6418538861723948,0.0,0.3103448275862069,-1.3999999999999773,0.0,-5.0,-2.0
25.39,3.6,77,0.0,0.0,453.8,0,61,0.8,1.1,995.3,0,354.0,15.0,0.0,0.0,6.119857761876381,4.127134385045092,0.7419373447293773,0.0,0.3793103448275862,-2.0,-0.3000000000000682,-1.0,0.0
26.17,4.2,71,0.0,0.0,453.8,0,211,0.3,0.4,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,5.356586274672012,0.3364722366212129,0.0,0.1379310344827586,-2.0,-1.0,-1.0,-5.0
25.5,4.2,76,0.0,0.0,453.8,0,110,0.6,1.0,994.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.709530201312334,0.6931471805599453,0.0,0.3448275862068966,-2.3999999999999773,-2.0,5.0,-4.0
24.5,4.2,77,0.0,0.0,453.8,0,129,0.9,1.2,994.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.867534450455582,0.7884573603642702,0.0,0.4137931034482758,-2.0,-1.6999999999999318,7.0,-3.0
24.28,4.2,78,0.0,0.0,453.8,0,206,1.0,1.2,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,5.332718793265369,0.7884573603642702,0.0,0.4137931034482758,-1.0,-1.7000000000000457,10.0,-2.0
24.17,4.2,78,0.0,0.0,453.8,0,141,1.6,1.8,995.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.955827057601261,1.0296194171811583,0.0,0.6206896551724138,0.0,-1.6999999999999318,12.0,-6.0
24.06,4.2,78,0.0,0.0,453.8,0,157,1.5,1.8,995.6,0,355.0,15.1,0.0,0.0,6.119857761876381,5.062595033026967,1.0296194171811583,0.0,0.6206896551724138,0.3000000000000682,-1.6999999999999318,10.0,-7.0
23.89,4.2,78,0.0,0.0,453.8,0,145,1.0,1.2,995.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.983606621708336,0.7884573603642702,0.0,0.4137931034482758,0.6000000000000227,-1.1000000000000227,10.0,-5.0
23.67,4.2,75,0.0,0.0,453.8,0,127,0.2,0.3,995.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.852030263919617,0.262364264467491,0.0,0.1034482758620689,1.2999999999999543,-0.7000000000000455,5.0,-9.0
23.39,4.2,77,0.0,0.0,453.8,0,144,0.9,1.1,995.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.976733742420574,0.7419373447293773,0.0,0.3793103448275862,1.0,-0.6999999999999318,4.0,-7.0
23.17,4.2,82,0.0,0.0,453.8,0,115,0.7,0.8,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,4.7535901911063645,0.5877866649021191,0.0,0.2758620689655172,0.0,-0.3000000000000682,8.0,-3.0
22.89,4.2,86,0.0,0.0,453.8,0,165,0.4,0.4,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,5.111987788356544,0.3364722366212129,0.0,0.1379310344827586,-0.3000000000000682,0.0,9.0,7.0
22.67,4.2,85,0.0,0.0,453.8,0,101,0.3,0.4,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,4.624972813284271,0.3364722366212129,0.0,0.1379310344827586,-0.3000000000000682,0.0,14.0,7.0
23.06,4.2,84,0.0,0.0,453.8,0,53,0.4,0.4,995.3,0,355.0,15.1,0.0,0.0,6.119857761876381,3.9889840465642745,0.3364722366212129,0.0,0.1379310344827586,-0.6000000000000227,0.6999999999999318,8.0,12.0
24.06,4.2,82,0.0,0.0,453.8,0,133,0.2,0.4,995.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.897839799950911,0.3364722366212129,0.0,0.1379310344827586,0.0,1.2999999999999543,5.0,11.0
24.67,4.2,78,0.0,0.0,453.8,0,112,0.7,1.0,995.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.727387818712341,0.6931471805599453,0.0,0.3448275862068966,0.2999999999999545,0.6000000000000227,0.0,8.0
25.56,4.2,76,0.0,0.0,453.8,0,118,1.0,1.2,996.3,0,355.0,15.1,0.0,0.0,6.119857761876381,4.77912349311153,0.7884573603642702,0.0,0.4137931034482758,1.0,0.6999999999999318,-2.0,8.0
25.67,4.2,76,0.0,0.0,453.8,0,170,0.7,1.0,996.3,0,355.0,15.1,0.0,0.0,6.119857761876381,5.14166355650266,0.6931471805599453,0.0,0.3448275862068966,1.0,0.6999999999999318,-2.0,10.0
26.56,4.2,67,0.0,0.0,453.8,0,105,1.5,2.4,995.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.663439094112067,1.2237754316221157,0.0,0.8275862068965517,0.6000000000000227,0.0,-11.0,-1.0
26.5,4.2,68,0.0,0.0,453.8,0,104,2.7,3.1,995.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.653960350157523,1.410986973710262,0.0,1.0689655172413794,0.3000000000000682,-0.2999999999999545,-7.0,0.0
27.78,4.2,63,0.0,0.0,453.8,0,120,0.8,1.4,995.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.795790545596741,0.8754687373538999,0.0,0.4827586206896551,-0.2999999999999545,0.0,-14.0,-7.0
28.0,4.2,64,0.0,0.0,453.8,0,249,0.4,0.6,994.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.521460917862246,0.4700036292457355,0.0,0.2068965517241379,-1.0,-0.3999999999999772,-18.0,-9.0
27.67,4.2,66,0.0,0.0,453.8,0,316,0.2,0.4,994.6,0,355.0,15.0,0.0,0.0,6.119857761876381,5.75890177387728,0.3364722366212129,0.0,0.1379310344827586,-1.6999999999999318,-0.6999999999999318,-20.0,-8.0
28.5,4.2,62,0.0,0.0,453.8,0,118,1.6,2.2,994.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.77912349311153,1.1631508098056809,0.0,0.7586206896551725,-2.099999999999909,-1.099999999999909,-23.0,-15.0
27.78,4.2,68,0.0,0.0,453.8,0,117,1.4,1.7,994.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.770684624465665,0.9932517730102832,0.0,0.5862068965517241,-1.6999999999999318,-1.099999999999909,-16.0,-3.0
26.39,4.2,73,0.0,0.0,453.8,0,97,1.4,1.9,994.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.584967478670572,1.0647107369924282,0.0,0.6551724137931034,-1.3999999999999773,-1.6999999999999318,-9.0,-3.0
26.0,4.2,77,0.0,0.0,453.8,0,166,0.6,0.8,993.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.117993812416755,0.5877866649021191,0.0,0.2758620689655172,-1.7000000000000457,-2.0,-1.0,0.0
25.67,4.2,72,0.0,0.0,453.8,0,93,1.2,1.6,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.543294782270004,0.9555114450274363,0.0,0.5517241379310345,-1.2999999999999543,-2.699999999999932,-4.0,-6.0
25.06,4.2,77,0.0,0.0,453.8,0,131,1.7,2.1,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.882801922586371,1.1314021114911006,0.0,0.7241379310344828,-1.0,-2.699999999999932,1.0,-1.0
25.0,4.2,76,0.0,0.0,453.8,0,225,0.4,0.9,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,5.420534999272286,0.6418538861723948,0.0,0.3103448275862069,-0.6000000000000227,-2.2999999999999545,9.0,-2.0
25.0,4.2,72,0.0,0.0,453.8,0,110,0.6,0.8,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.709530201312334,0.5877866649021191,0.0,0.2758620689655172,-0.6000000000000227,-2.0,4.0,-6.0
25.0,4.1,66,0.0,0.0,453.8,0,139,2.8,3.8,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.941642422609304,1.5686159179138452,0.0,1.3103448275862069,-0.6000000000000227,-2.0,3.0,-9.0
24.56,4.2,68,0.0,0.0,453.8,0,151,1.4,1.7,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,5.0238805208462765,0.9932517730102832,0.0,0.5862068965517241,-0.2999999999999545,-1.2999999999999543,4.0,-9.0
23.89,4.2,74,0.0,0.0,453.8,0,114,0.7,0.8,993.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.74493212836325,0.5877866649021191,0.0,0.2758620689655172,-0.3999999999999772,-1.3999999999999773,8.0,-8.0
23.78,4.2,78,0.0,0.0,453.8,0,149,1.1,1.6,992.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.0106352940962555,0.9555114450274363,0.0,0.5517241379310345,-0.7000000000000455,-1.3000000000000682,16.0,-8.0
24.0,4.2,77,0.0,0.0,453.8,0,163,1.0,1.1,992.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.099866427824199,0.7419373447293773,0.0,0.3793103448275862,-0.7000000000000455,-1.3000000000000682,9.0,-8.0
24.67,4.2,70,0.0,0.0,453.8,0,180,0.7,0.8,992.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.198497031265826,0.5877866649021191,0.0,0.2758620689655172,-0.7000000000000455,-1.3000000000000682,-3.0,-14.0
24.56,4.2,70,0.0,0.0,453.8,0,219,0.5,0.6,993.2,0,355.0,15.1,0.0,0.0,6.119857761876381,5.393627546352362,0.4700036292457355,0.0,0.2068965517241379,-0.3999999999999772,-0.6999999999999318,-7.0,-12.0
25.67,4.2,66,0.0,0.0,453.8,0,201,1.1,1.2,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,5.308267697401205,0.7884573603642702,0.0,0.4137931034482758,0.0,0.0,-6.0,-12.0
27.0,4.1,64,0.0,0.0,453.8,0,137,0.8,0.9,993.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.927253685157205,0.6418538861723948,0.0,0.3103448275862069,0.6999999999999318,0.2999999999999545,-13.0,-12.0
26.28,4.1,68,0.0,0.0,453.8,0,126,1.9,2.4,993.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.844187086458591,1.2237754316221157,0.0,0.8275862068965517,0.7000000000000455,0.0,-8.0,-8.0
26.89,4.1,62,0.0,0.0,453.8,0,123,2.6,3.1,992.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.820281565605037,1.410986973710262,0.0,1.0689655172413794,0.0,-0.7000000000000455,-10.0,-5.0
26.17,4.1,69,0.0,0.0,453.8,0,281,0.8,1.2,992.6,0,355.0,15.1,0.0,0.0,6.119857761876381,5.641907070938114,0.7884573603642702,0.0,0.4137931034482758,-0.2999999999999545,-1.0,3.0,1.0
26.67,4.1,65,0.0,0.0,453.8,0,128,3.1,3.7,992.6,0,355.0,15.1,0.0,0.0,6.119857761876381,4.859812404361672,1.547562508716013,0.0,1.2758620689655171,-0.6000000000000227,-1.0,-3.0,2.0
26.56,4.1,68,0.0,0.0,453.8,0,127,3.4,4.2,991.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.852030263919617,1.6486586255873816,0.0,1.4482758620689655,-1.7000000000000457,-1.3000000000000682,-6.0,4.0
26.89,4.1,66,0.0,0.0,453.8,0,110,1.3,2.4,991.9,0,355.0,15.1,0.0,0.0,6.119857761876381,4.709530201312334,1.2237754316221157,0.0,0.8275862068965517,-2.0,-1.0,-12.0,0.0
27.0,4.1,65,0.0,0.0,453.8,0,120,2.0,2.4,991.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.795790545596741,1.2237754316221157,0.0,0.8275862068965517,-2.3999999999999773,-1.6999999999999318,-12.0,3.0
27.28,4.1,62,0.0,0.0,453.8,0,149,2.9,3.7,990.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.0106352940962555,1.547562508716013,0.0,1.2758620689655171,-2.0,-2.0,-8.0,-6.0
27.5,4.1,66,0.0,0.0,453.8,0,146,3.7,4.2,990.5,0,355.0,15.0,0.0,0.0,6.119857761876381,4.990432586778736,1.6486586255873816,0.0,1.4482758620689655,-2.1000000000000227,-2.7000000000000455,-4.0,-7.0
27.06,4.1,68,0.0,0.0,453.8,0,142,2.9,3.2,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,4.962844630259907,1.4350845252893227,0.0,1.103448275862069,-2.800000000000068,-3.800000000000068,2.0,-9.0
26.56,4.1,72,0.0,0.0,453.8,0,136,2.5,3.0,989.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.919980925828125,1.3862943611198906,0.0,1.0344827586206895,-2.699999999999932,-4.699999999999932,8.0,0.0
28.17,4.1,59,0.0,0.0,453.8,0,247,1.6,1.8,989.2,0,355.0,15.1,0.0,0.0,6.119857761876381,5.5134287461649825,1.0296194171811583,0.0,0.6206896551724138,-2.699999999999932,-4.399999999999977,-9.0,-18.0
29.5,4.1,55,0.0,0.0,453.8,0,219,3.6,4.1,989.5,0,355.0,15.1,0.0,0.0,6.119857761876381,5.393627546352362,1.62924053973028,0.0,1.4137931034482758,-1.7000000000000457,-3.3999999999999773,-7.0,-21.0
29.0,4.1,59,0.0,0.0,453.8,0,206,2.2,2.6,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,5.332718793265369,1.2809338454620642,0.0,0.896551724137931,-1.1000000000000227,-2.800000000000068,-10.0,-13.0
28.78,4.1,59,0.0,0.0,453.8,0,222,1.8,2.0,990.2,0,355.0,15.1,0.0,0.0,6.119857761876381,5.407171771460119,1.0986122886681098,0.0,0.6896551724137931,-0.2999999999999545,-2.3999999999999773,-6.0,-7.0
27.39,23.4,55,0.0,0.0,439.2,0,293,2.5,2.7,990.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.683579767338681,1.308332819650179,0.0,0.9310344827586208,1.1000000000000227,-1.0,-13.0,-13.0
25.56,4.1,62,0.0,0.0,453.8,0,195,2.9,3.3,988.5,0,355.0,15.1,0.0,0.0,6.119857761876381,5.278114659230517,1.4586150226995167,0.0,1.137931034482759,-0.7000000000000455,-3.3999999999999773,-4.0,-12.0
26.17,4.1,61,0.0,0.0,453.8,0,205,3.6,4.3,987.5,0,355.0,15.1,0.0,0.0,6.119857761876381,5.327876168789581,1.667706820558076,0.0,1.4827586206896552,-1.7000000000000457,-3.7000000000000455,-4.0,-17.0
25.67,4.1,68,0.0,0.0,453.8,0,1,0.8,1.2,986.8,0,355.0,15.1,0.0,0.0,6.119857761876381,0.6931471805599453,0.7884573603642702,0.0,0.4137931034482758,-2.7000000000000455,-4.100000000000023,6.0,-9.0
25.0,4.1,72,0.0,0.0,453.8,0,235,1.2,1.4,987.8,0,355.0,15.1,0.0,0.0,6.119857761876381,5.4638318050256105,0.8754687373538999,0.0,0.4827586206896551,-2.0,-2.7000000000000455,6.0,2.0
24.39,4.1,73,0.0,0.0,453.8,0,251,1.2,1.6,988.8,0,355.0,15.1,0.0,0.0,6.119857761876381,5.529429087511423,0.9555114450274363,0.0,0.5517241379310345,-1.400000000000091,-1.0,5.0,3.0
24.06,4.1,73,0.0,0.0,453.8,0,318,1.9,2.2,989.2,0,355.0,15.1,0.0,0.0,6.119857761876381,5.765191102784844,1.1631508098056809,0.0,0.7586206896551725,-1.6999999999999318,0.0,1.0,7.0
23.89,4.1,73,0.0,0.0,453.8,0,303,2.4,2.6,989.5,0,355.0,15.1,0.0,0.0,6.119857761876381,5.717027701406222,1.2809338454620642,0.0,0.896551724137931,1.0,0.2999999999999545,14.0,9.0
23.39,4.1,77,0.0,0.0,453.8,0,284,2.3,2.6,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,5.652489180268651,1.2809338454620642,0.0,0.896551724137931,2.2999999999999545,0.2999999999999545,22.0,9.0
23.67,4.1,76,0.0,0.0,453.8,0,302,2.1,2.4,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,5.713732805509369,1.2237754316221157,0.0,0.8275862068965517,3.0,0.0,17.0,14.0
23.39,4.1,80,0.0,0.0,453.8,0,5,0.9,1.5,990.2,0,355.0,15.1,0.0,0.0,6.119857761876381,1.791759469228055,0.9162907318741552,0.0,0.5172413793103449,2.400000000000091,0.0,21.0,11.0
23.67,4.1,78,0.0,0.0,453.8,0,58,0.9,1.0,990.5,0,355.0,15.1,0.0,0.0,6.119857761876381,4.07753744390572,0.6931471805599453,0.0,0.3448275862068966,1.7000000000000457,-0.3999999999999772,23.0,13.0
23.17,4.1,80,0.0,0.0,453.8,0,354,1.4,1.5,990.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.872117789475416,0.9162907318741552,0.0,0.5172413793103449,1.6999999999999318,2.3999999999999773,18.0,12.0
24.17,4.1,76,0.0,0.0,453.8,0,118,0.8,1.1,990.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.77912349311153,0.7419373447293773,0.0,0.3793103448275862,0.7000000000000455,2.7000000000000455,15.0,10.0
25.39,4.1,72,0.0,0.0,453.8,0,89,0.6,0.7,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,4.499809670330265,0.5306282510621704,0.0,0.2413793103448275,0.0,3.0,4.0,7.0
26.17,4.1,69,0.0,0.0,453.8,0,68,0.4,0.4,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,4.23410650459726,0.3364722366212129,0.0,0.1379310344827586,0.0,2.0,-3.0,7.0
26.17,4.1,72,0.0,0.0,453.8,0,94,0.3,0.4,989.5,0,355.0,15.1,0.0,0.0,6.119857761876381,4.553876891600541,0.3364722366212129,0.0,0.1379310344827586,-0.7000000000000455,0.7000000000000455,-1.0,6.0
26.06,4.1,73,0.0,0.0,453.8,0,4,0.2,0.4,989.5,0,355.0,15.1,0.0,0.0,6.119857761876381,1.6094379124341005,0.3364722366212129,0.0,0.1379310344827586,-1.0,0.2999999999999545,0.0,5.0
24.67,4.1,78,0.0,0.0,453.8,0,78,0.7,0.8,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,4.3694478524670215,0.5877866649021191,0.0,0.2758620689655172,-1.1000000000000227,0.2999999999999545,5.0,6.0
25.17,4.1,76,0.0,0.0,453.8,0,80,0.8,1.0,989.8,0,355.0,15.1,0.0,0.0,6.119857761876381,4.394449154672439,0.6931471805599453,0.0,0.3448275862068966,-0.4000000000000909,0.0,-1.0,17.0
24.06,4.1,83,0.0,0.0,453.8,0,133,0.6,0.7,990.2,0,355.0,15.1,0.0,0.0,6.119857761876381,4.897839799950911,0.5306282510621704,0.0,0.2413793103448275,0.4000000000000909,0.4000000000000909,7.0,28.0
23.56,4.1,84,0.0,0.0,453.8,0,329,0.3,0.4,990.9,0,355.0,15.1,0.0,0.0,6.119857761876381,5.799092654460526,0.3364722366212129,0.0,0.1379310344827586,1.1000000000000227,0.6999999999999318,4.0,25.0
23.5,23.4,84,0.0,0.0,439.2,0,327,0.3,0.4,991.2,0,350.0,15.1,0.0,0.0,6.087229169092361,5.793013608384144,0.3364722366212129,0.0,0.1379310344827586,1.7000000000000457,0.7000000000000455,6.0,25.0
23.67,23.4,73,0.0,0.0,439.2,0,307,3.1,3.5,991.2,0,350.0,15.1,0.0,0.0,6.087229169092361,5.730099782973574,1.5040773967762742,0.0,1.206896551724138,1.7000000000000457,0.3000000000000682,-7.0,18.0
23.56,23.4,62,0.0,0.0,439.2,0,334,3.2,3.5,991.5,0,350.0,15.1,0.0,0.0,6.087229169092361,5.814130531825066,1.5040773967762742,0.0,1.206896551724138,1.7000000000000457,1.2999999999999543,-14.0,0.0
23.0,23.4,61,0.0,0.0,439.2,0,298,2.5,2.6,991.5,0,350.0,15.1,0.0,0.0,6.087229169092361,5.700443573390687,1.2809338454620642,0.0,0.896551724137931,1.7000000000000457,1.7000000000000457,-11.0,0.0
22.39,23.4,62,0.0,0.0,439.2,0,330,3.4,3.9,991.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.802118375377063,1.589235205116581,0.0,1.3448275862068966,1.6999999999999318,2.1000000000000227,-7.0,-6.0
21.67,23.4,64,0.0,0.0,439.2,0,316,3.8,4.6,991.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.75890177387728,1.7227665977411035,0.0,1.586206896551724,1.0,2.3999999999999773,-8.0,-8.0
21.06,23.4,66,0.0,0.0,439.2,0,301,2.3,3.2,991.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.71042701737487,1.4350845252893227,0.0,1.103448275862069,0.6999999999999318,2.3999999999999773,-7.0,-7.0
20.5,23.4,68,0.0,0.0,439.2,0,300,2.1,2.2,991.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.707110264748875,1.1631508098056809,0.0,0.7586206896551725,0.6999999999999318,2.1000000000000227,-10.0,-5.0
20.0,23.4,71,0.0,0.0,439.2,0,273,1.5,1.9,992.2,0,350.0,15.1,0.0,0.0,6.087229169092361,5.6131281063880705,1.0647107369924282,0.0,0.6551724137931034,0.7000000000000455,2.400000000000091,-5.0,-2.0
20.39,23.4,72,0.0,0.0,439.2,0,304,2.5,2.7,992.6,0,350.0,15.1,0.0,0.0,6.087229169092361,5.720311776607412,1.308332819650179,0.0,0.9310344827586208,1.1000000000000227,2.3999999999999773,-11.0,-5.0
21.56,23.4,73,0.0,0.0,439.2,0,337,1.6,2.8,992.9,0,350.0,15.1,0.0,0.0,6.087229169092361,5.823045895483019,1.33500106673234,0.0,0.9655172413793104,1.0,2.0,-11.0,-3.0
22.0,23.4,73,0.0,0.0,439.2,0,0,2.3,2.5,993.2,0,350.0,15.1,0.0,0.0,6.087229169092361,0.0,1.252762968495368,0.0,0.8620689655172414,1.3000000000000682,2.0,-11.0,-7.0
22.28,23.4,73,0.0,0.0,439.2,0,351,2.4,2.7,993.2,0,350.0,15.1,0.0,0.0,6.087229169092361,5.863631175598097,1.308332819650179,0.0,0.9310344827586208,1.3000000000000682,2.0,0.0,-5.0
22.67,23.4,75,0.0,0.0,439.2,0,340,2.7,3.2,993.6,0,350.0,15.1,0.0,0.0,6.087229169092361,5.831882477283517,1.4350845252893227,0.0,1.103448275862069,1.7000000000000457,2.1000000000000227,13.0,-5.0
22.89,23.4,74,0.0,0.0,439.2,0,16,3.1,3.7,993.6,0,350.0,15.1,0.0,0.0,6.087229169092361,2.833213344056216,1.547562508716013,0.0,1.2758620689655171,1.3999999999999773,2.1000000000000227,13.0,-2.0
23.5,23.4,71,0.0,0.0,439.2,0,8,4.2,4.6,993.6,0,350.0,15.1,0.0,0.0,6.087229169092361,2.1972245773362196,1.7227665977411035,0.0,1.586206896551724,1.0,1.7000000000000457,9.0,-1.0
24.56,23.4,65,0.0,0.0,439.2,0,20,1.8,2.6,993.2,0,350.0,15.1,0.0,0.0,6.087229169092361,3.044522437723423,1.2809338454620642,0.0,0.896551724137931,0.3000000000000682,1.3000000000000682,1.0,-4.0
24.78,23.4,59,0.0,0.0,439.2,0,13,2.5,3.1,992.9,0,350.0,15.1,0.0,0.0,6.087229169092361,2.6390573296152584,1.410986973710262,0.0,1.0689655172413794,-0.3000000000000682,1.0,-7.0,-13.0
24.06,23.4,58,0.0,0.0,439.2,0,54,3.4,3.8,992.9,0,350.0,15.1,0.0,0.0,6.087229169092361,4.007333185232471,1.5686159179138452,0.0,1.3103448275862069,-0.3000000000000682,1.0,-10.0,-15.0
24.39,23.4,57,0.0,0.0,439.2,0,54,3.4,3.7,992.6,0,350.0,15.0,0.0,0.0,6.087229169092361,4.007333185232471,1.547562508716013,0.0,1.2758620689655171,-1.0,0.3999999999999772,-14.0,-21.0
